jobtitle,location,country,function,days_open_in_report_date_range,total_amount_of_views,unique_visits,unique_application_clicks,cost_per_click,cost_per_application,application_through_rate
Acceptant Verduurzaming Hilversum,"Hilversum, Noord-Holland, Nederland",Nederland,Finance/Sales,31,86,78,2,1.4155251141552512,55.2054794520548,0.0256410256410256
Traineeship Maintenance en Assetmanagement,"Utrecht, Utrecht, Nederland",Nederland,Management/Manufacturing,29,85,72,2,1.43455098934551,51.64383561643836,0.0277777777777777
Windows 11 werkplek specials (migratie),"Groningen, Groningen, Nederland",Nederland,Information Technology,30,85,69,9,1.5485407980941035,11.872146118721462,0.1304347826086956
Junior Uitvoerder Civiele Techniek,"Delft, Zuid-Holland, Nederland",Nederland,Management/Manufacturing,31,85,69,5,1.6001588246972405,22.08219178082192,0.072463768115942
Senior Infrastructuur Automation Engineer,"Groningen, Groningen, Nederland",Nederland,Engineering/Information Technology,29,85,80,4,1.291095890410959,25.82191780821918,0.05
Testanalist,"Leeuwarden, Friesland, Nederland",Nederland,Quality Assurance,31,85,70,8,1.5772994129158513,13.8013698630137,0.1142857142857142
Junior Hypotheekacceptant Sittard,"Sittard, Limburg, Nederland",Nederland,Finance/Sales,31,85,79,1,1.3976070747355644,110.4109589041096,0.0126582278481012
Specialist Financiële Administratie Overheid,"Zwolle, Overijssel, Nederland",Nederland,Legal,31,85,76,1,1.4527757750540735,110.4109589041096,0.0131578947368421
Jurist Contractenrecht,"Utrecht, Utrecht, Nederland",Nederland,Legal,31,84,78,0,1.4155251141552512,,0.0
Medior Subsidieadviseur,"Amsterdam, Noord-Holland, Nederland",Nederland,Customer Service,31,84,77,1,1.4339085571962285,110.4109589041096,0.0129870129870129
Specialist Hypotheken Rotterdam,"Rotterdam, Zuid-Holland, Nederland",Nederland,Other,31,84,71,2,1.5550839282268956,55.2054794520548,0.028169014084507
Senior Support Engineer,"Utrecht, Utrecht, Nederland",Nederland,Information Technology,18,84,75,1,0.8547945205479451,64.10958904109589,0.0133333333333333
Financieel Medewerker Amersfoort,"Amsterdam, Noord-Holland, Nederland",Nederland,Finance/Sales,31,84,74,1,1.49203998519067,110.4109589041096,0.0135135135135135
Beoordelaar Subsidies,"Zwolle, Overijssel, Nederland",Nederland,Analyst/Information Technology/Research,28,83,75,0,1.3296803652968037,,0.0
Product Owner,"Amsterdam, Noord-Holland, Nederland",Nederland,Marketing/Product Management,24,83,72,0,1.187214611872146,,0.0
Project Engineer Energie opwek Elektrotechniek,"Delft, Zuid-Holland, Nederland",Nederland,Engineering/Information Technology,28,82,79,0,1.26235477718051,,0.0
Procesmanager Amersfoort,"Amersfoort, Utrecht, Nederland",Nederland,Management/Manufacturing,4,82,77,2,0.1850204589930617,7.123287671232877,0.0259740259740259
Projectleider IT,"Utrecht, Utrecht, Nederland",Nederland,Business Development/Information Technology/Management,6,82,71,2,0.3009839861084314,10.684931506849315,0.028169014084507
Junior Hypotheekacceptant Amersfoort,"Amersfoort, Utrecht, Nederland",Nederland,Finance/Sales,31,82,79,0,1.3976070747355644,,0.0
Junior ICT Servicedeskmedewerker,"Den Haag, Zuid-Holland, Nederland",Nederland,Information Technology,30,82,57,3,1.8745493871665464,35.61643835616439,0.0526315789473684
Trainee Finance & Control,"Rotterdam, Zuid-Holland, Nederland",Nederland,Accounting/Auditing/Finance,19,82,73,2,0.9270031900919496,33.83561643835616,0.0273972602739726
Projectleider Installatietechniek,"Amsterdam, Noord-Holland, Nederland",Nederland,Engineering,31,82,69,4,1.6001588246972405,27.6027397260274,0.0579710144927536
Transactie Monitoring Analist,"Utrecht, Utrecht, Nederland",Nederland,Finance/Sales,3,82,69,3,0.1548540798094103,3.5616438356164384,0.0434782608695652
Senior Financieel Adviseur Planning & Control,"Amsterdam, Noord-Holland, Nederland",Nederland,Finance/Sales,31,82,76,0,1.4527757750540735,,0.0
Werkvoorbereider Utiliteit Junior,"Amsterdam, Noord-Holland, Nederland",Nederland,Education/Training,14,82,80,1,0.6232876712328768,49.86301369863014,0.0125
Specialist Bijzonder Beheer Diemen,"Diemen, Noord-Holland, Nederland",Nederland,Other,31,81,77,0,1.4339085571962285,,0.0
Junior Uitvoerder Bouwkunde,"Delft, Zuid-Holland, Nederland",Nederland,Management/Manufacturing,31,81,73,4,1.5124788890973917,27.6027397260274,0.0547945205479452
Junior Adviseur Subsidies Roermond,"Roermond, Limburg, Nederland",Nederland,Other,31,81,74,4,1.49203998519067,27.6027397260274,0.054054054054054
Senior Financieel Adviseur Planning & Control,"Amsterdam, Noord-Holland, Nederland",Nederland,Finance/Sales,31,81,78,2,1.4155251141552512,55.2054794520548,0.0256410256410256
,,,,0,80,77,0,0.0,,0.0
IT Support Multi Client Pool,"De Meern, Utrecht, Nederland",Nederland,Information Technology,26,80,73,3,1.2685306811784574,30.8675799086758,0.0410958904109589
Senior Bezwaarjurist,"Den Haag, Zuid-Holland, Nederland",Nederland,Information Technology,28,80,73,2,1.3661099643460313,49.86301369863014,0.0273972602739726
Hypothecair planner,"Utrecht, Utrecht, Nederland",Nederland,Other,30,80,74,1,1.4439096630877453,106.84931506849315,0.0135135135135135
Junior Bezwaarjurist - Utrecht,"Utrecht, Utrecht, Nederland",Nederland,Other,31,79,65,3,1.6986301369863015,36.80365296803653,0.0461538461538461
Senior Jurist Ruimtelijke Ordening,"Amsterdam, Noord-Holland, Nederland",Nederland,Legal,31,79,70,0,1.5772994129158513,,0.0
Traineeship Technische Bedrijfskunde,"Groningen, Groningen, Nederland",Nederland,Administrative,30,79,68,5,1.5713134568896052,21.36986301369863,0.0735294117647058
,,,,0,79,70,2,0.0,0.0,0.0285714285714285
Agile Coach,"Utrecht, Utrecht, Nederland",Nederland,Engineering/Information Technology,2,78,66,2,0.107928601079286,3.5616438356164384,0.0303030303030303
Junior Uitvoerder Bouwkunde,"Delft, Zuid-Holland, Nederland",Nederland,Management/Manufacturing,31,78,70,1,1.5772994129158513,110.4109589041096,0.0142857142857142
Junior Jurist Subsidierecht,"Utrecht, Utrecht, Nederland",Nederland,Legal,14,78,68,2,0.7332796132151491,24.93150684931507,0.0294117647058823
Acceptant Woninghypotheken,"Amsterdam, Noord-Holland, Nederland",Nederland,Finance/Sales,31,78,70,2,1.5772994129158513,55.2054794520548,0.0285714285714285
IT Servicedeskmedewerker,"Rotterdam, Zuid-Holland, Nederland",Nederland,Information Technology,8,78,63,2,0.4522722330941509,14.246575342465754,0.0317460317460317
Operationeel medewerker Hypotheken,"Utrecht, Utrecht, Nederland",Nederland,Finance/Sales,31,78,73,0,1.5124788890973917,,0.0
Jurist Rechtsbijstand (Senior),"Amsterdam, Noord-Holland, Nederland",Nederland,Legal,29,78,75,0,1.3771689497716897,,0.0
Medior Werkvoorbereider Bouwkunde,"Delft, Zuid-Holland, Nederland",Nederland,Other,31,78,72,0,1.5334855403348555,,0.0
,,,,0,78,73,1,0.0,0.0,0.0136986301369863
Medior CDD Analist,"Utrecht, Utrecht, Nederland",Nederland,Analyst,3,78,67,3,0.1594765896544674,3.5616438356164384,0.044776119402985
Hypotheekacceptant bij Stater in Amersfoort,"Amersfoort, Utrecht, Nederland",Nederland,Finance/Sales,31,78,74,0,1.49203998519067,,0.0
Senior Jurist Vergunningen,"Apeldoorn, Gelderland, Nederland",Nederland,Legal,45,78,75,0,2.136986301369863,,0.0
Modern Workplace Engineer,"Groningen, Groningen, Nederland",Nederland,Engineering/Information Technology,8,77,63,4,0.4522722330941509,7.123287671232877,0.0634920634920634
Adviseur Subsidies,"Roermond, Limburg, Nederland",Nederland,Other,31,77,66,0,1.6728933167289333,,0.0
Senior Jurist Wet open overheid,"Utrecht, Utrecht, Nederland",Nederland,Legal,31,77,77,0,1.4339085571962285,,0.0
Senior Handhavingsjurist HBO,"Eindhoven, Noord-Brabant, Nederland",Nederland,Information Technology,31,77,71,1,1.5550839282268956,110.4109589041096,0.0140845070422535
Acceptant Woninghypotheken,"Amsterdam, Noord-Holland, Nederland",Nederland,Finance/Sales,31,77,70,0,1.5772994129158513,,0.0
Jurist Sociaal Domein,"Zwolle, Overijssel, Nederland",Nederland,Legal,31,77,74,0,1.49203998519067,,0.0
Senior Jurist Contractenrecht,"Utrecht, Utrecht, Nederland",Nederland,Legal,31,77,68,1,1.6236905721192587,110.4109589041096,0.0147058823529411
Senior Jurist Vastgoed & Grondzaken,"Utrecht, Utrecht, Nederland",Nederland,Legal,36,76,75,0,1.7095890410958905,,0.0
Electrical Engineer,"Burgum, Friesland, Nederland",Nederland,Engineering/Information Technology,7,76,71,6,0.35114798379317,4.155251141552512,0.0845070422535211
Jurist Bestuursrecht,"Den Haag, Zuid-Holland, Nederland",Nederland,Legal,31,76,65,4,1.6986301369863015,27.6027397260274,0.0615384615384615
Specialist Schuldhulp Amsterdam,"Amsterdam, Noord-Holland, Nederland",Nederland,Other,14,76,63,5,0.7914764079147641,9.972602739726028,0.0793650793650793
Senior Jurist Contractenrecht,"Den Haag, Zuid-Holland, Nederland",Nederland,Legal,14,76,68,0,0.7332796132151491,,0.0
Senior Machine Learning Engineer,"Amstelveen, Noord-Holland, Nederland",Nederland,Engineering/Information Technology,11,76,68,8,0.5761482675261886,4.897260273972603,0.1176470588235294
Werkplekbeheer en Support,"Arnhem, Gelderland, Nederland",Nederland,Other,18,76,66,1,0.971357409713574,64.10958904109589,0.0151515151515151
Specialist Bijzonder Beheer Leeuwarden,"Leeuwarden, Friesland, Nederland",Nederland,Other,18,76,75,1,0.8547945205479451,64.10958904109589,0.0133333333333333
Senior Financieel Adviseur Planning & Control,"Amsterdam, Noord-Holland, Nederland",Nederland,Finance/Sales,36,75,75,0,1.7095890410958905,,0.0
Medior Project Engineer Energie opwek Elektrotechniek,"Delft, Zuid-Holland, Nederland",Nederland,Engineering/Information Technology,31,75,71,0,1.5550839282268956,,0.0
Medewerker (Backoffice) Hypotheken,"Utrecht, Utrecht, Nederland",Nederland,Finance/Sales,31,75,66,1,1.6728933167289333,110.4109589041096,0.0151515151515151
Senior Jurist Woo bij de Rijksoverheid,"Utrecht, Utrecht, Nederland",Nederland,Legal,31,75,73,2,1.5124788890973917,55.2054794520548,0.0273972602739726
Medior Jurist Contractenrecht,"Utrecht, Utrecht, Nederland",Nederland,Legal,31,75,71,0,1.5550839282268956,,0.0
Specialist Beheer Hypotheken Utrecht,"Utrecht, Utrecht, Nederland",Nederland,Other,31,75,74,2,1.49203998519067,55.2054794520548,0.027027027027027
Jurist Milieu,"Utrecht, Utrecht, Nederland",Nederland,Legal,31,74,66,2,1.6728933167289333,55.2054794520548,0.0303030303030303
IT Werkplekbeheerder,"Leiden, Zuid-Holland, Nederland",Nederland,Management/Manufacturing,18,74,66,3,0.971357409713574,21.36986301369863,0.0454545454545454
Junior Jurist Woo bij de Rijksoverheid,"Utrecht, Utrecht, Nederland",Nederland,Legal,29,74,54,3,1.91273465246068,34.42922374429224,0.0555555555555555
Jurist Rechtsbijstand (Junior),"Amsterdam, Noord-Holland, Nederland",Nederland,Legal,8,74,65,2,0.4383561643835616,14.246575342465754,0.0307692307692307
Junior ICT Support Medewerker,"Arnhem, Gelderland, Nederland",Nederland,Information Technology,18,74,65,6,0.9863013698630136,10.684931506849315,0.0923076923076923
Jurist Omgevingsrecht,"Amsterdam, Noord-Holland, Nederland",Nederland,Legal,36,74,73,0,1.7564270970163256,,0.0
Medior Uitvoerder Civiele Techniek,"Delft, Zuid-Holland, Nederland",Nederland,Management/Manufacturing,31,74,68,0,1.6236905721192587,,0.0
Senior Support Engineer,"Utrecht, Utrecht, Nederland",Nederland,Information Technology,8,73,58,1,0.4912612187057156,28.493150684931507,0.0172413793103448
Jurist Rechtsbijstand (Senior),"Amsterdam, Noord-Holland, Nederland",Nederland,Legal,15,73,69,0,0.7742703990470519,,0.0
Project Engineer Duurzame Energie,"Delft, Zuid-Holland, Nederland",Nederland,Engineering/Information Technology,10,73,67,1,0.5315886321815579,35.61643835616438,0.0149253731343283
IT Werkplekbeheerder,"Leiden, Zuid-Holland, Nederland",Nederland,Management/Manufacturing,8,73,70,3,0.4070450097847358,9.497716894977168,0.0428571428571428
Senior Jurist Bezwaar en Beroep,"Amsterdam, Noord-Holland, Nederland",Nederland,Legal,31,73,70,1,1.5772994129158513,110.4109589041096,0.0142857142857142
Technisch ontwikkelaar / Planvoorbereider,"Groningen, Groningen, Nederland",Nederland,Engineering,17,73,71,2,0.8527879606405556,30.273972602739725,0.028169014084507
Junior jurist handhaving,"Apeldoorn, Gelderland, Nederland",Nederland,Legal,7,73,65,2,0.3835616438356165,12.465753424657535,0.0307692307692307
Medior Privacy Jurist Utrecht,"Utrecht, Utrecht, Nederland",Nederland,Legal,31,73,67,0,1.6479247597628297,,0.0
Junior ICT Support Medewerker,"Arnhem, Gelderland, Nederland",Nederland,Information Technology,8,73,60,4,0.4748858447488585,7.123287671232877,0.0666666666666666
Jurist handhaving,"Zwolle, Overijssel, Nederland",Nederland,Legal,31,73,67,1,1.6479247597628297,110.4109589041096,0.0149253731343283
Operationeel medewerker Hypotheken Amersfoort,"Amersfoort, Utrecht, Nederland",Nederland,Finance/Sales,31,73,70,1,1.5772994129158513,110.4109589041096,0.0142857142857142
Junior Jurist Sociaal Domein,"Utrecht, Utrecht, Nederland",Nederland,Legal,8,73,68,1,0.419016921837228,28.493150684931507,0.0147058823529411
Jurist Contractenrecht,"Utrecht, Utrecht, Nederland",Nederland,Legal,31,72,68,1,1.6236905721192587,110.4109589041096,0.0147058823529411
Acceptant Woninghypotheken,"Utrecht, Utrecht, Nederland",Nederland,Finance/Sales,31,72,72,1,1.5334855403348555,110.4109589041096,0.0138888888888888
Medewerker Betaalachterstanden,"Amsterdam, Noord-Holland, Nederland",Nederland,Other,12,72,68,0,0.628525382755842,,0.0
Medior Werkvoorbereider Civiele Techniek,"Utrecht, Utrecht, Nederland",Nederland,Other,31,72,61,2,1.8100157197395013,55.2054794520548,0.0327868852459016
ICT Servicedesk Medewerker,"Enschede, Overijssel, Nederland",Nederland,Information Technology,26,72,54,1,1.7148655504819887,92.6027397260274,0.0185185185185185
Junior Java Engineer,"Amsterdam, Noord-Holland, Nederland",Nederland,Engineering/Information Technology,1,72,54,8,0.0659563673262303,0.4452054794520548,0.1481481481481481
Senior Financieel Adviseur Planning & Control,"Amsterdam, Noord-Holland, Nederland",Nederland,Finance/Sales,31,72,69,1,1.6001588246972405,110.4109589041096,0.0144927536231884
Medior Project Engineer Energie opwek Elektrotechniek,"Delft, Zuid-Holland, Nederland",Nederland,Engineering/Information Technology,31,72,68,0,1.6236905721192587,,0.0
Assistent Beleggen,"Utrecht, Utrecht, Nederland",Nederland,Administrative,31,72,68,2,1.6236905721192587,55.2054794520548,0.0294117647058823
Medior Privacy Jurist,"Den Haag, Zuid-Holland, Nederland",Nederland,Legal,18,71,60,4,1.0684931506849316,16.027397260273972,0.0666666666666666
Uitvoerder Bouwkunde,"Delft, Zuid-Holland, Nederland",Nederland,Engineering,31,71,59,1,1.8713721848154168,110.4109589041096,0.0169491525423728
Jurist Sociaal Domein,"Zwolle, Overijssel, Nederland",Nederland,Legal,31,71,68,2,1.6236905721192587,55.2054794520548,0.0294117647058823
,,,,0,71,68,2,0.0,0.0,0.0294117647058823
Junior jurist Bezwaar & Beroep Rijkoverheid,"Utrecht, Utrecht, Nederland",Nederland,Legal,19,71,71,1,0.9531159560100328,67.67123287671232,0.0140845070422535
Krediet Acceptant,"Utrecht, Utrecht, Nederland",Nederland,Finance/Sales,36,71,66,1,1.942714819427148,128.21917808219175,0.0151515151515151
Senior Uitvoerder Bouwkunde,"Delft, Zuid-Holland, Nederland",Nederland,Engineering,31,71,64,1,1.7251712328767124,110.4109589041096,0.015625
Handhavingsjurist HBO,"Eindhoven, Noord-Brabant, Nederland",Nederland,Other,31,70,64,1,1.7251712328767124,110.4109589041096,0.015625
Senior Jurist Bestuursrecht,"Utrecht, Utrecht, Nederland",Nederland,Legal,31,70,65,0,1.6986301369863015,,0.0
Projectleider Civiele Techniek,"Utrecht, Utrecht, Nederland",Nederland,Information Technology/Project Management,52,70,65,4,2.8493150684931505,46.3013698630137,0.0615384615384615
,,,,0,70,69,0,0.0,,0.0
Junior jurist handhaving,"Apeldoorn, Gelderland, Nederland",Nederland,Legal,31,70,67,2,1.6479247597628297,55.2054794520548,0.0298507462686567
Specialist Schuldhulp Utrecht,"Utrecht, Utrecht, Nederland",Nederland,Other,14,70,64,0,0.779109589041096,,0.0
Jurist Milieu,"Utrecht, Utrecht, Nederland",Nederland,Legal,31,70,66,0,1.6728933167289333,,0.0
Uitvoerder Bouwkunde,"Delft, Zuid-Holland, Nederland",Nederland,Management/Manufacturing,31,70,65,3,1.6986301369863015,36.80365296803653,0.0461538461538461
Junior Subsidiebeoordelaar,"Zwolle, Overijssel, Nederland",Nederland,Other,18,69,61,2,1.050976869526162,32.054794520547944,0.0327868852459016
ICT Servicedeskmedewerker,"Arnhem, Gelderland, Nederland",Nederland,Information Technology,8,69,60,2,0.4748858447488585,14.246575342465754,0.0333333333333333
Junior Jurist Omgevingsrecht,"Amsterdam, Noord-Holland, Nederland",Nederland,Legal,11,69,63,3,0.6218743205044576,13.059360730593609,0.0476190476190476
Jurist Rechtsbijstand (Junior),"Amsterdam, Noord-Holland, Nederland",Nederland,Legal,8,69,57,4,0.4998798365777457,7.123287671232877,0.0701754385964912
Senior Jurist Contractenrecht,"Apeldoorn, Gelderland, Nederland",Nederland,Legal,29,68,64,1,1.6138698630136987,103.28767123287672,0.015625
Specialist Assetmanagement wo Utrecht,"Utrecht, Utrecht, Nederland",Nederland,Other,29,68,65,0,1.589041095890411,,0.0
Senior analist sancties,"Utrecht, Utrecht, Nederland",Nederland,Business Development/Sales,31,68,63,0,1.7525549032398349,,0.0
Junior Jurist Woo bij de Rijksoverheid,"Utrecht, Utrecht, Nederland",Nederland,Legal,31,68,59,2,1.8713721848154168,55.2054794520548,0.0338983050847457
Modern Workplace Engineer,"Groningen, Groningen, Nederland",Nederland,Engineering/Information Technology,36,68,66,1,1.942714819427148,128.21917808219175,0.0151515151515151
,,,,0,67,67,0,0.0,,0.0
Senior Privacy Jurist,"Den Haag, Zuid-Holland, Nederland",Nederland,Legal,31,67,64,0,1.7251712328767124,,0.0
Medewerker (Backoffice) Hypotheken bij Stater in Amersfoort,"Amersfoort, Utrecht, Nederland",Nederland,Finance/Sales,31,67,66,0,1.6728933167289333,,0.0
Traineeship Hypotheekacceptatie,"Amersfoort, Utrecht, Nederland",Nederland,Other,8,67,60,0,0.4748858447488585,,0.0
Bijzonder Beheer Specialist Utrecht,"Utrecht, Utrecht, Nederland",Nederland,Finance,12,67,58,0,0.7368918280585735,,0.0
ICT support medewerker,"Zwolle, Overijssel, Nederland",Nederland,Information Technology,8,67,55,2,0.5180572851805728,14.246575342465754,0.0363636363636363
